Position,Group_1,Group_2,Group_All
-2995.0,0.0008426372254938791,0.002453121368751454,0.0016482821195697044
-2985.0,0.0009089597821359704,0.0021419266356642766,0.0015257516048114612
-2975.0,0.0007477403689905829,0.001606021087681438,0.0011770954058544425
-2965.0,0.00042753625384029254,0.001426931472879369,0.0009274838371514863
-2955.0,0.00021439249562340214,0.0018646769579296232,0.0010399475042808415
-2945.0,0.0002748579601720812,0.0017604638679069467,0.001018032501310083
-2935.0,0.00017192826358528268,0.0015925062672962668,0.0008825725876027835
-2925.0,8.662548994566992e-05,0.0015233265734212183,0.0008053353866317871
-2915.0,-4.136211271241034e-05,0.0015153868588367913,0.0007374017549960448
-2905.0,-0.0001297492262224537,0.0016066175041421957,0.0007388684477968807
-2895.0,-0.0003505696657326722,0.0011220052116412262,0.0003860861008375621
-2885.0,-2.598433892925895e-05,0.0008406854697030212,0.00040756734122695924
-2875.0,-4.9191975966795116e-05,0.0011342403453689259,0.0005428201907844409
-2865.0,0.00026536611701273913,0.0011944892593543045,0.0007301600851675992
-2855.0,0.0003407575057060747,0.001080628310094835,0.0007108779681316676
-2845.0,0.0005772279775566869,0.0010443112524317257,0.0008108864442275417
-2835.0,0.0004486259023971863,0.0017330480953856749,0.0010911582650727685
-2825.0,0.000517819898182411,0.0015993266019208021,0.0010588437619835072
-2815.0,0.00023827497237337641,0.0016300325255280768,0.0009345018623957377
-2805.0,0.0004365814427719661,0.0013955771142151207,0.0009163191473458303
-2795.0,0.00047868930833101515,0.0012427099766238825,0.0008608907431948808
-2785.0,4.676612142556532e-05,0.001117036574667145,0.0005821690495103976
-2775.0,0.0002168837613170753,0.001624494203485665,0.0009210410610512371
-2765.0,0.0010284763409631127,0.0017590083168783166,0.0013939250532768715
-2755.0,0.0012393530276845319,0.002084150611201767,0.001661963124491553
-2745.0,0.0013808118108844727,0.0021831328890562873,0.001782173030580228
-2735.0,0.0017825058772938415,0.002202701855263149,0.00199270896782376
