Position,Group_1,Group_2,Group_All
-2995.0,-0.0019148866138481012,-0.003883828421418548,-0.0028998499993260637
-2985.0,-0.0018452990535869893,-0.004065415856268191,-0.002955912761781688
-2975.0,-0.0021420544164573803,-0.004511320543671718,-0.0033272800929027716
-2965.0,-0.00206221651479082,-0.004392028257556194,-0.0032277051304813523
-2955.0,-0.0022813283558921088,-0.004106124398609518,-0.003194182804475105
-2945.0,-0.0021574190534163944,-0.0038271506463628613,-0.002992702491608724
-2935.0,-0.002463115125769158,-0.003934644774039043,-0.0031992480163493906
-2925.0,-0.0026373038909628054,-0.0036978653232741633,-0.0031678498801130596
-2915.0,-0.0024478382747176214,-0.0033031399589846843,-0.002875703049238413
-2905.0,-0.002566327611006986,-0.003172172508683434,-0.0028694015968381255
-2895.0,-0.002562602704556439,-0.0035093314418933007,-0.003036203873809496
-2885.0,-0.002252645091856128,-0.0035881608790092286,-0.0029207370314024515
-2875.0,-0.002098086252603584,-0.003161555395596952,-0.002630086824386159
-2865.0,-0.0020301275135826036,-0.00299829689530161,-0.00251445436786925
-2855.0,-0.0017006686248336321,-0.0028720761514698097,-0.0022866653865325705
-2845.0,-0.0012393889509189398,-0.003081994219162152,-0.0021611524667984857
-2835.0,-0.001245973154522739,-0.0025645727061637444,-0.0019056027451385498
-2825.0,-0.0008637158429100727,-0.002385104932027025,-0.0016247909250095985
-2815.0,-0.0008906905492691946,-0.0028514233422152757,-0.0018715473741546778
-2805.0,-0.0004916755300298617,-0.0036878211384238965,-0.002090547770347038
-2795.0,-0.0008226514372684353,-0.0034919808352606198,-0.002157983802447117
-2785.0,-0.0009993175161231353,-0.0032820636754096084,-0.0021412615677922063
-2775.0,-0.0009150770440995059,-0.0033202474855761467,-0.0021182638582448988
-2765.0,-0.0005222476639288913,-0.0033985291865190445,-0.0019611078553196633
-2755.0,-0.0011837166929900696,-0.003513149113943109,-0.0023490155528965427
-2745.0,-0.0009124447090574098,-0.0032726583901270716,-0.0020931418981868055
-2735.0,-0.0005294890519040096,-0.0033948728995764213,-0.0019628976800542906
-2725.0,-0.00024301083374063943,-0.0034903535582834593,-0.0018674944378140861
-2715.0,-0.00046361316314548137,-0.0031799115764177257,-0.001822441784092077
-2705.0,-0.0007090503835765243,-0.0030063228813040042,-0.0018582612378674097
-2695.0,-0.001494886710652436,-0.003705011393731911,-0.0026005018597667308
-2685.0,-0.0019072438485291624,-0.0038148826637805543,-0.0028615404044328102
-2675.0,-0.002559902954770176,-0.0036097092771204186,-0.0030850686988173207
-2665.0,-0.003092736236281631,-0.00391219199658226,-0.003502669082855232
-2655.0,-0.0026388997173261803,-0.003891588424882502,-0.003265557399945651
-2645.0,-0.0024549662936494,-0.0034691545234716613,-0.0029623140824549337
-2635.0,-0.002113388549537399,-0.003748590489257185,-0.0029313985243847158
-2625.0,-0.0021992180434058715,-0.004502730062848423,-0.0033515502192150515
-2615.0,-0.0015746857073861645,-0.004828316034654563,-0.003202314685509425
-2605.0,-0.0019526959413238697,-0.005078230538852222,-0.0035162450146246963
-2595.0,-0.002008640773445248,-0.005417495183163555,-0.003713920618226792
-2585.0,-0.0022957971321631958,-0.00588654989922361,-0.004092071652953798
-2575.0,-0.0021116650732434204,-0.0057593744051555405,-0.003936432122724221
-2565.0,-0.0021181338169547663,-0.0049818040061159995,-0.0035506851872205156
-2555.0,-0.0018035655849028055,-0.004246622190636117,-0.0030257049574557377
