Position,Group_1,Group_2,Group_All
-2995.0,-0.0015533794559599995,-0.004558766104118422,-0.003056824502562512
-2985.0,-0.001363597852531228,-0.004851991230985186,-0.0031086670763701267
-2975.0,-0.0013720949048368132,-0.005503114761596407,-0.0034386381048166
-2965.0,-0.0015262911063909522,-0.005310548074448343,-0.003419366127930417
-2955.0,-0.002030862724684637,-0.005134184461477071,-0.0035832998116243236
-2945.0,-0.0021964524623743617,-0.004827900475517799,-0.0035128346600449157
-2935.0,-0.0021227177065897937,-0.004519456309640191,-0.0033216864925079514
-2925.0,-0.0018509630220632442,-0.0038368660321908463,-0.0028444112512416345
-2915.0,-0.0018361067005562282,-0.003951628408777288,-0.0028943966996663128
-2905.0,-0.0017076806894760078,-0.0036106790393640948,-0.002659655852001314
-2895.0,-0.0018932103733056245,-0.0037760232162385365,-0.0028350877334521536
-2885.0,-0.0020707999819771267,-0.003979451972059906,-0.003025603378716886
-2875.0,-0.002291132466038821,-0.0037613833921826883,-0.0030266256757155927
-2865.0,-0.0019382973412255203,-0.0035149226438523327,-0.0027270043460413344
-2855.0,-0.001340586628977145,-0.0033967862723678992,-0.002369200757736902
-2845.0,-0.0010381482639268535,-0.0033568723484579096,-0.0021980902771990174
-2835.0,-0.0011083337078229374,-0.0031268894492928667,-0.00211811646993896
-2825.0,-0.0010286964783860072,-0.003662151986979006,-0.002346082925906267
-2815.0,-0.0012726912095539528,-0.004037535933223626,-0.0026558051283481865
-2805.0,-0.0015814043103379223,-0.004533564724034295,-0.0030582229264941867
-2795.0,-0.0012168304921388326,-0.004531021960734506,-0.0028747551887849925
-2785.0,-0.0011412454293670956,-0.00456462659348108,-0.00285379228485183
-2775.0,-0.0009691037025629054,-0.0046354875388169604,-0.0028032126751762394
-2765.0,-0.0008273821152655258,-0.004425388978574483,-0.0026272854986116776
-2755.0,-0.0008322609678976256,-0.004232966181157098,-0.0025334641761314792
-2745.0,-0.0009629930883093621,-0.004058813036544598,-0.002511677404585118
-2735.0,-0.0010915038862377342,-0.0038737205715816342,-0.0024833081310320815
-2725.0,-0.0012869012452925732,-0.003575390335344309,-0.0024317181987951924
-2715.0,-0.0011879226485838593,-0.0038445948192818834,-0.002516923234225692
-2705.0,-0.0011364962816576797,-0.004138689386667648,-0.002638343757900785
-2695.0,-0.0013595008050126874,-0.004418765129795611,-0.002889898166084685
-2685.0,-0.0010286473023237571,-0.004337902768841286,-0.0026841027633130164
-2675.0,-0.0011451775928260585,-0.004215725202821614,-0.002681219418736791
-2665.0,-0.0015611207065876942,-0.004162101073696067,-0.002862261460518846
-2655.0,-0.0020001925839398913,-0.004474178204526288,-0.0032378042000411403
-2645.0,-0.002108373029609852,-0.004476309011169542,-0.0032929333005251547
-2635.0,-0.0022166631433535983,-0.004954768311460794,-0.003586400596133586
-2625.0,-0.0023059316457578164,-0.005184956713527117,-0.003746164295967572
-2615.0,-0.0020289037506317597,-0.005062177515518852,-0.0035462993308654225
-2605.0,-0.0018893543901536429,-0.004717418766412083,-0.003304093948061817
-2595.0,-0.0016586932070956342,-0.00515801602781321,-0.003409229885793771
-2585.0,-0.001998020715431407,-0.00502521656973895,-0.0035123758201375315
-2575.0,-0.0021473784567155184,-0.005004354274155048,-0.0035765809666902706
-2565.0,-0.002120495538251138,-0.005007526953038905,-0.0035647333645581754
-2555.0,-0.0018055237723670356,-0.004691592000832316,-0.00324927976459579
-2545.0,-0.0017650881482814704,-0.003986012231821223,-0.0028761056988266193
-2535.0,-0.00167791004719006,-0.0039579546760469386,-0.002818502657923866
-2525.0,-0.0017529721831735217,-0.00401439226231887,-0.0028842478605849015
-2515.0,-0.002179235427220456,-0.004123792771787703,-0.003152000482031485
-2505.0,-0.0022023006572560113,-0.004583400802224787,-0.003393446302563053
-2495.0,-0.0023335129198896395,-0.004876865863887178,-0.0036058255482025654
-2485.0,-0.0025072972079837825,-0.004639959363031631,-0.0035741617177625956
-2475.0,-0.0023975461817311436,-0.0047629505208655245,-0.003580839998206572
-2465.0,-0.0025500202507453273,-0.004549850283041269,-0.003550435474505178
-2455.0,-0.002665031684196916,-0.004227734876267459,-0.003446774151465822
-2445.0,-0.002899681935356399,-0.004285455097983504,-0.003592915133268908
-2435.0,-0.0026911796298323995,-0.004384224041212656,-0.0035381253083617923
-2425.0,-0.00226579532119414,-0.003965548533289257,-0.0031160970781201613
-2415.0,-0.0020229053836352227,-0.0037786684253034762,-0.002901226064809937
-2405.0,-0.001762322651529803,-0.004179719309111351,-0.0029716256318107178
-2395.0,-0.001657403628309516,-0.003956543760334716,-0.002807548766891407
-2385.0,-0.0012256992434478227,-0.004256263102219782,-0.0027417391928084827
-2375.0,-0.0011510675903023124,-0.004560925332324223,-0.0028568493521942137
-2365.0,-0.0005997860949646493,-0.004631769315815564,-0.002616786205445347
-2355.0,-0.000409861431028906,-0.004922692986533184,-0.0026674059810560587
-2345.0,-0.00021822942542018824,-0.005158565606450975,-0.002689633217831787
-2335.0,-0.0008125525726997354,-0.004824383524592303,-0.0028194715081137265
-2325.0,-0.0012628797819495383,-0.004681286318891034,-0.002972938079569096
-2315.0,-0.001512875228706013,-0.005018843091934377,-0.003266736090751218
-2305.0,-0.0018468975541925336,-0.004711618195486517,-0.0032799744132690637
-2295.0,-0.001702613418775173,-0.0047380827862842124,-0.0032211073494950527
-2285.0,-0.001680424349652495,-0.004627993255589536,-0.003154946063477928
-2275.0,-0.0018289930992211481,-0.004488007638747513,-0.003159165455162301
-2265.0,-0.0024891742686857293,-0.004161626283810983,-0.00332581859841322
-2255.0,-0.002720920854481811,-0.0036241205872102,-0.0031727466337356323
-2245.0,-0.0027237032152663196,-0.003636740407511388,-0.0031804501848736576
-2235.0,-0.0028616424609459023,-0.004144611720526882,-0.0035034479935026706
-2225.0,-0.002572734254941393,-0.003983080638262799,-0.0032782602095794153
-2215.0,-0.0026290339440144285,-0.004241417272169929,-0.003435628905572958
-2205.0,-0.002626060998153406,-0.004372367970609775,-0.003499651279522275
-2195.0,-0.002693607480581307,-0.004605326558083834,-0.0036499451881863735
-2185.0,-0.002508943606384723,-0.0043674803282312494,-0.0034386768339217545
-2175.0,-0.0025719189525931813,-0.004462758326925723,-0.0035178115860761937
-2165.0,-0.002288204446116318,-0.004054579230347371,-0.0031718336528352045
-2155.0,-0.0023455533283840185,-0.0042250765080891145,-0.003285785034089419
-2145.0,-0.002785470830533634,-0.004125592676853921,-0.003455866951754388
-2135.0,-0.0029985596706826032,-0.003653002135324277,-0.003325944595465832
-2125.0,-0.0030367785129138875,-0.0037603290833580104,-0.0033987347762676257
-2115.0,-0.0028514915932377977,-0.004030129440868768,-0.003441105323918623
-2105.0,-0.002763431432057504,-0.003682719671649829,-0.003223305488882079
-2095.0,-0.002528715663381697,-0.003191802029930113,-0.0028604247011748017
-2085.0,-0.0022245689369558225,-0.003605460215137282,-0.002915359971563856
-2075.0,-0.001942422592468141,-0.0036519622110958152,-0.002797620000485987
-2065.0,-0.0021560604008460066,-0.0037275946920199204,-0.0029422206265458132
-2055.0,-0.0021026226646383706,-0.004428340927256432,-0.0032660635163732684
-2045.0,-0.002352446653763341,-0.004684122116363505,-0.0035188675955343087
-2035.0,-0.00201324746161284,-0.004580298632249832,-0.003297415130765913
-2025.0,-0.0017091899255618345,-0.00456256194590751,-0.003136589635589686
-2015.0,-0.001767979015614521,-0.0044803123494690225,-0.0031248241050865076
-2005.0,-0.0017419366032566626,-0.004549616739857811,-0.003146478942726972
-1995.0,-0.0016787511320801643,-0.004767957789286083,-0.0032241271486914296
-1985.0,-0.0020792145994185398,-0.0049447299723044125,-0.0035126890230733035
-1975.0,-0.0030479684133799356,-0.0048423764929139,-0.003945621279580018
-1965.0,-0.0025259643974837507,-0.005095367811477263,-0.0038113087766701
-1955.0,-0.0023640706693122348,-0.005291733597116763,-0.0038286344150873864
-1945.0,-0.0026034547555945802,-0.005091872265650636,-0.003848285926207915
-1935.0,-0.00268096420891211,-0.004918037234305666,-0.0038000602696392515
-1925.0,-0.002540891471785057,-0.005067488020288147,-0.0038048217111562874
-1915.0,-0.002546133688404619,-0.005017141267556508,-0.003782255538905814
-1905.0,-0.002438756526146073,-0.004652144167733422,-0.003546003970662006
-1895.0,-0.001990400034545299,-0.004633336903739291,-0.0033125295338919686
-1885.0,-0.0019348593981951374,-0.0047663981159916146,-0.0033513369958922245
-1875.0,-0.0014752393071852587,-0.0046996628280201545,-0.003088257576737483
-1865.0,-0.0020759155247833225,-0.004437739177438925,-0.003257418102399932
-1855.0,-0.002462657747358984,-0.004525832714446551,-0.0034947612826704234
-1845.0,-0.002376820097380188,-0.0044148760843942,-0.003396357859768388
-1835.0,-0.002137759050345847,-0.004637470004715942,-0.0033882397678896667
-1825.0,-0.0019090897811906756,-0.004715385283381329,-0.003312939457123969
-1815.0,-0.001844417246064876,-0.005001959649021228,-0.0034239782280340364
-1805.0,-0.002390314848002913,-0.005051354084564628,-0.0037215000588892134
-1795.0,-0.0029110470732558024,-0.005278360957449331,-0.0040952961398858815
-1785.0,-0.0032868719110207873,-0.005230560054600937,-0.0042592021479293165
-1775.0,-0.003597389522046551,-0.005483838842724799,-0.004541086030639972
-1765.0,-0.003315765943006335,-0.005527691079947545,-0.004422281769390132
-1755.0,-0.0028619810732012953,-0.005417935417404351,-0.004140597553542994
-1745.0,-0.002546000629356879,-0.005828753550996953,-0.004188198188956716
-1735.0,-0.0023530622778433733,-0.005863788248489618,-0.004109303383719434
-1725.0,-0.002470316471541033,-0.005987566078071722,-0.004229821027084149
-1715.0,-0.0027061009274993203,-0.005843751448576404,-0.004275710993070648
-1705.0,-0.0024074191888658687,-0.005922133302811107,-0.0041656553639260185
-1695.0,-0.002177354994502686,-0.006211994971626996,-0.00419568414764141
-1685.0,-0.001995960076470015,-0.006579257008740797,-0.004288754940037189
-1675.0,-0.0016524993083620173,-0.006685981259337723,-0.004170499283837608
-1665.0,-0.0009064540676713017,-0.006583063984252021,-0.003746178888372012
-1655.0,-0.0008825741544081632,-0.006574873441278124,-0.0037301475845582183
-1645.0,-0.0008396499353311428,-0.006242447350829184,-0.0035424000181215587
-1635.0,-0.000955501896007101,-0.005934701514857488,-0.0034463471280483152
-1625.0,-0.0012985805237608278,-0.005637606994298267,-0.0034691790582968155
-1615.0,-0.0016718330946103605,-0.005723559058051251,-0.0036987095145407708
-1605.0,-0.0018034008593891845,-0.005694989392283287,-0.003750168509661372
-1595.0,-0.002347550557856043,-0.00574615523763141,-0.0040477029739517745
-1585.0,-0.002530947679585003,-0.0060841718169563136,-0.004308448498680206
-1575.0,-0.0028965021765621794,-0.0059489568357298595,-0.004423493001558518
-1565.0,-0.003076210963462808,-0.005860037273205034,-0.004468820423063722
-1555.0,-0.002846437768417141,-0.006061915188975808,-0.00445498075018736
-1545.0,-0.0026649293112552424,-0.006065852516998711,-0.004366241570256477
-1535.0,-0.002526416661626322,-0.00634164767764305,-0.0044349864545311386
-1525.0,-0.0020036478453366873,-0.006727821876943199,-0.004366916495465007
-1515.0,-0.0021383491212072494,-0.007144657780845592,-0.004642755654292963
-1505.0,-0.0022718233601054538,-0.007135889005412173,-0.004705072807482502
-1495.0,-0.00230127322255693,-0.007140934833880965,-0.00472231454888211
-1485.0,-0.002239332643977934,-0.006816193761617614,-0.004528907990471021
-1475.0,-0.002200624044939263,-0.0064457710733397105,-0.00432425937680542
-1465.0,-0.0016126063455164702,-0.006223569178827165,-0.003919241079538829
-1455.0,-0.002006297178019947,-0.006060847361247943,-0.004034586414252061
-1445.0,-0.002476029385769078,-0.005837669859668312,-0.004157690453252437
-1435.0,-0.0025838471742476773,-0.005798102956132061,-0.004191779031118305
-1425.0,-0.002935373676450513,-0.006129351284691802,-0.004533161374420142
-1415.0,-0.0034248436790969955,-0.006438214551694545,-0.004932282834973709
-1405.0,-0.0033982908670575807,-0.006741047308829729,-0.00507050519510768
-1395.0,-0.002981709252977358,-0.006748781414339464,-0.004866187572818332
-1385.0,-0.003242890465887146,-0.006985596494861614,-0.005115179624953913
-1375.0,-0.002886977193825929,-0.0073108881303184945,-0.005100039193071834
-1365.0,-0.003204160537195191,-0.007203757291253283,-0.005204959313612445
-1355.0,-0.0031984707410412524,-0.007080982742745914,-0.005140697855450788
-1345.0,-0.0033962431734100565,-0.007176834442005861,-0.005287484428335421
-1335.0,-0.003437030389147173,-0.007307714674599185,-0.005373340687022117
-1325.0,-0.0035900267005743516,-0.007358822757595044,-0.005475367399434127
-1315.0,-0.003186027695019211,-0.0071777968315160255,-0.0051829107047724945
-1305.0,-0.0029416003739450598,-0.006971486617487244,-0.004957551471264812
-1295.0,-0.0025122219411585845,-0.006611952899174139,-0.004563112865628597
-1285.0,-0.0019626892089284658,-0.006645178354088421,-0.004305104989398678
-1275.0,-0.0021236480942506504,-0.006441606797615532,-0.004283707475623778
-1265.0,-0.002448644441023857,-0.006595032352974522,-0.004522875512534945
-1255.0,-0.002696962098772812,-0.0068418492297860215,-0.004770442404432246
-1245.0,-0.0027034224815554457,-0.007056559858511901,-0.004881079998792291
-1235.0,-0.0027558211064446425,-0.0062431735887696045,-0.004500369621864834
-1225.0,-0.002504022740859173,-0.006061864146819061,-0.004283833349143259
-1215.0,-0.002194542075708783,-0.006146783062770373,-0.0041716511237636054
-1205.0,-0.0020949357246375097,-0.006247330117825004,-0.004172171539138507
-1195.0,-0.0023158563746974677,-0.006445183327100494,-0.004381552699061163
-1185.0,-0.0030260239859015454,-0.00640112358269771,-0.004714417981297326
-1175.0,-0.0032114500264612757,-0.006419920600929845,-0.004816487832598629
-1165.0,-0.003623446552571456,-0.0063210847371487485,-0.004972940391779706
-1155.0,-0.0038571015468040278,-0.006165953126584327,-0.005012104838339945
-1145.0,-0.0037974145878619677,-0.006187755447204518,-0.004993182901690157
-1135.0,-0.0035591304890380975,-0.006580827610629013,-0.005070734852015043
-1125.0,-0.003770529924135248,-0.006782953266158802,-0.005277495077723819
-1115.0,-0.0037484187835950585,-0.006927300167150679,-0.00533865459327771
-1105.0,-0.003439532318562825,-0.0070659252706165715,-0.0052536358463535935
-1095.0,-0.00351875145468792,-0.007271194601151365,-0.005395911607996296
-1085.0,-0.0035536165570861826,-0.007895458802394206,-0.005725623683303303
-1075.0,-0.0035804182526079273,-0.008084283163493092,-0.005833477237542977
-1065.0,-0.003345601336318564,-0.007918559011353136,-0.005633223985160271
-1055.0,-0.00316753923877538,-0.007927988433802602,-0.005548954543941574
-1045.0,-0.0030836944995216373,-0.008105572819997542,-0.005595889757388523
-1035.0,-0.0030846497167159623,-0.008208415322337532,-0.0056478141017192495
-1025.0,-0.0030979070247506408,-0.008347244410260827,-0.005723888708347532
-1015.0,-0.003085719943362517,-0.00881896912641605,-0.005953778564199702
-1005.0,-0.0035364267601709675,-0.009129219648517756,-0.006334222102015284
-995.0,-0.0033800846013073206,-0.008906805910611184,-0.006144827627472335
-985.0,-0.0030811305050771147,-0.008394742153764309,-0.005739265396866607
-975.0,-0.0029225202841032865,-0.0080554389067609,-0.005490263467023554
-965.0,-0.0028131339642624865,-0.008329724708215145,-0.005572809173843606
-955.0,-0.002749216477807406,-0.008313615755329011,-0.0055328079122854475
-945.0,-0.0029432050625925054,-0.008073676579620406,-0.005509724080615467
-935.0,-0.002929231571415785,-0.008154035590688728,-0.005542940435484291
-925.0,-0.002907172636018053,-0.0084629461881912,-0.005686449050311773
-915.0,-0.0030108273226710502,-0.0084136774602659,-0.005713603779696988
-905.0,-0.0027762848081432563,-0.008343145602729418,-0.005561107616840686
-895.0,-0.0027382750087858844,-0.00855695325993256,-0.00564906953162064
-885.0,-0.002751887108166107,-0.008755200130202138,-0.005755045198229154
