Position,Group_1,Group_2,Group_3,Group_4,Group_All
-1925.0,-0.005188407635835184,-0.00319145462180902,-0.0037395084903844565,-0.004576951790968278,-0.004174118840339284
-1915.0,-0.0047900434635598,-0.003174595238346188,-0.0036240192067196596,-0.004511461941003531,-0.004025063699547526
-1905.0,-0.004787154720871403,-0.0030681450975015667,-0.0035271214579007445,-0.004505548904929389,-0.003972028904780347
-1895.0,-0.004910542168955802,-0.0028687385821453922,-0.0035701040631672385,-0.004455066568815205,-0.0039511522964380315
-1885.0,-0.00443901008454278,-0.0029034162783422865,-0.003691649176905954,-0.0044508864166510785,-0.0038712714217552374
-1875.0,-0.00427189521553103,-0.003064195857584723,-0.0036931045379234215,-0.004404509838764508,-0.003858452230578634
-1865.0,-0.004052351969692108,-0.003078652038623655,-0.0037502653871954593,-0.004407464535186748,-0.0038222054660017025
-1855.0,-0.003760245855044931,-0.003124067086167707,-0.003714780393089016,-0.0042989077664347215,-0.0037245167240187063
-1845.0,-0.003946750577823407,-0.0033250425634367255,-0.0038448232967625093,-0.0042299973512640015,-0.003836667019355802
-1835.0,-0.00390864176810496,-0.003401231973746066,-0.0038545068671704923,-0.0040769094707762575,-0.0038103323572869913
-1825.0,-0.00398456964141719,-0.0032481762654811837,-0.0038546803930543626,-0.003939803788940029,-0.003756818595668652
-1815.0,-0.00435792520015171,-0.003220468176767234,-0.003781251700111664,-0.003941962922530427,-0.0038254194982491013
-1805.0,-0.004653548465982922,-0.003114949181270637,-0.0037186245172772794,-0.004009181087921271,-0.003874100468796633
-1795.0,-0.004453485830555958,-0.002999929600555038,-0.0035693783231874965,-0.004024849914062208,-0.003761936649389481
-1785.0,-0.00468246903730994,-0.0030010766078989995,-0.003402617118418667,-0.003993259597169617,-0.003769886215568748
-1775.0,-0.004921899789617862,-0.003027408808305468,-0.00339120275217398,-0.004223760447081101,-0.0038911047079169705
-1765.0,-0.005061881913790642,-0.00310419053732729,-0.003487076191385643,-0.004168789286607123,-0.003955520059520243
-1755.0,-0.004812524770363469,-0.0031415384394345145,-0.003506264912774689,-0.004140333613347366,-0.0039001965044365727
-1745.0,-0.004705601430331249,-0.003304427018055037,-0.0035488111775498887,-0.004284515148987441,-0.003960867497289211
-1735.0,-0.005258227827707816,-0.003149528459140283,-0.003576198738738869,-0.004384892139097874,-0.0040922511154927845
-1725.0,-0.005162544233273537,-0.0030521306070669316,-0.0036682007818637356,-0.004365368606655073,-0.004062098901360112
-1715.0,-0.005013905951261517,-0.003126777955267776,-0.003585576182265177,-0.004487871678472434,-0.00405357054120601
-1705.0,-0.00517313130606713,-0.0032310106878884978,-0.0035687693189873203,-0.004633895180512289,-0.004151742158847711
-1695.0,-0.005221340193120749,-0.0032182776903705037,-0.003583153374473866,-0.004686443489776631,-0.004177345558297626
-1685.0,-0.005129729457020993,-0.00338838249764368,-0.003804444757270705,-0.0048168680308963655,-0.004284893304517353
-1675.0,-0.005091968954586827,-0.003479918033520516,-0.0038209180588922435,-0.0048009462142529985,-0.004298472754643987
-1665.0,-0.0048108206248308125,-0.0033581460151808637,-0.0039035434925126654,-0.004901815252552205,-0.004243614383234275
-1655.0,-0.004430116724455312,-0.0033985693762882832,-0.00400450532970668,-0.004836855310236883,-0.004167536809145056
-1645.0,-0.004852958277223498,-0.0034523184545252137,-0.0040584530200100544,-0.00481432305762993,-0.004294542270523434
-1635.0,-0.004432937166447681,-0.0035399758602203293,-0.004188027098844025,-0.004794846198022742,-0.0042389667968270464
-1625.0,-0.00426556449734856,-0.0036340473230248136,-0.004179704745898898,-0.004761797922370525,-0.004210294980740938
-1615.0,-0.004045985384815083,-0.0037471274623827053,-0.004219555862897479,-0.004727911452079093,-0.00418515592119156
-1605.0,-0.003771386267893163,-0.003708909307493345,-0.004180255322494209,-0.004818991107753055,-0.004119894953243587
-1595.0,-0.0034691819317750794,-0.003606293016282999,-0.004188232953047984,-0.004866281770210526,-0.004032504709274296
-1585.0,-0.0039014731676302048,-0.003469996906447523,-0.004076743805873017,-0.004874173282388626,-0.004080613355335715
-1575.0,-0.0042299442033272155,-0.0035082214213705467,-0.004241351395755921,-0.00488146711346209,-0.004215264390066258
-1565.0,-0.004701929314561853,-0.003626662169032116,-0.004243486860080699,-0.004877901591469269,-0.00436251802904771
-1555.0,-0.005058507892389576,-0.003538570802277809,-0.00438810440017718,-0.004810502158926857,-0.004448947494696547
-1545.0,-0.005088507243835481,-0.0036382009614740435,-0.004414287666112599,-0.004687030896534676,-0.004457029917436884
-1535.0,-0.005829297424746311,-0.003708599786982473,-0.004273900094981267,-0.004713227955306304,-0.004631290822776128
-1525.0,-0.005886310742709565,-0.003745247693412873,-0.004067150569794554,-0.00478441272168809,-0.004620818960035217
-1515.0,-0.005754006688283544,-0.003729850233586375,-0.0041419120956252085,-0.0048256699028540965,-0.004612896230791758
-1505.0,-0.005500958994353677,-0.0037619599973899563,-0.004088770711748548,-0.004809979379647058,-0.004540450432585436
-1495.0,-0.005487610936354253,-0.0037084317829268335,-0.003969716098856776,-0.00471030594669006,-0.004469050155850875
-1485.0,-0.005125938492635817,-0.0036161193829190924,-0.004159627021359076,-0.004588322260069517,-0.004372527919002014
-1475.0,-0.0055807037255430625,-0.0035389255344508773,-0.0042391599599547,-0.004642729664643774,-0.004500412682649907
-1465.0,-0.005447774610027755,-0.0034556585180874613,-0.004140817660444578,-0.004691644029910532,-0.004434007981622776
-1455.0,-0.005417327446144795,-0.0036209204409999867,-0.004216371272480646,-0.004752483534679555,-0.0045018071142306285
-1445.0,-0.00540092929076573,-0.003648365950473646,-0.004346072138866323,-0.0048357768364829514,-0.0045578162782809566
-1435.0,-0.004811772877953778,-0.0036544485754713926,-0.004459746351058138,-0.0049498770073121,-0.004468983409437216
-1425.0,-0.004583874661439336,-0.0037114003983365652,-0.0044948582850495794,-0.005123376102339681,-0.004478397594067135
-1415.0,-0.004885078531323171,-0.003762227169921449,-0.004610308392435653,-0.005335846947501904,-0.004648390175240232
-1405.0,-0.004979122473774853,-0.00362472598340385,-0.00463665219980152,-0.005429476650367712,-0.004667523269805401
-1395.0,-0.005115841208958322,-0.0035212167203306087,-0.004791039368714809,-0.005554015007997715,-0.00474555985522641
-1385.0,-0.00482861522466848,-0.003593522702480947,-0.004802267531022972,-0.005704674046034839,-0.004732298687976072
-1375.0,-0.004494667608623886,-0.0036715059617735564,-0.004939200194517884,-0.005595834762802735,-0.004675322078500593
-1365.0,-0.004518753384439526,-0.003524591957897119,-0.004850185564951272,-0.005530487897881159,-0.00460602727183952
-1355.0,-0.004620844074339233,-0.003581755811581827,-0.004674884253213252,-0.005573413233175327,-0.00461275046074122
-1345.0,-0.004932588024200497,-0.0036602239224514657,-0.004615298098817196,-0.005656519096086078,-0.004716188470824446
-1335.0,-0.005442255990835795,-0.003560464890532891,-0.004667506258976718,-0.00565781495612646,-0.004832049237923399
-1325.0,-0.005838893490112783,-0.003522846142263572,-0.004700168606135948,-0.005901380045149865,-0.0049908694809924666
-1315.0,-0.005888892267563058,-0.0035957329975473086,-0.004752540882433775,-0.0060092160320206105,-0.005061643394063825
-1305.0,-0.005871178005928657,-0.0036514652593329353,-0.004833006882837403,-0.0060387929219708186,-0.00509865694073665
-1295.0,-0.005726117889714591,-0.0035701646285828067,-0.004814847548705496,-0.00600639717698302,-0.005029426932888016
-1285.0,-0.005558241305234086,-0.0037531692304955387,-0.004672170996873706,-0.005942815358772419,-0.004981640681252799
-1275.0,-0.005731577032203694,-0.0036754773769220876,-0.004653962348279292,-0.005823572202584846,-0.004971190720203303
-1265.0,-0.005867999168111952,-0.0036911953847581793,-0.004605406046766601,-0.00584552154643633,-0.005002576594092038
-1255.0,-0.00598305034917381,-0.003676066263209087,-0.0045914316689239865,-0.005913988219803993,-0.00504118304883189
-1245.0,-0.00565176925427675,-0.003755205238965387,-0.0045765375770803335,-0.005869005288360451,-0.0049631723254868546
-1235.0,-0.005876599574036453,-0.0036695015645040324,-0.00449650121114045,-0.005940953095056694,-0.0049959380814072665
-1225.0,-0.005622806950660528,-0.0036208455548961075,-0.004407428644335114,-0.0059683693657610224,-0.00490491065422884
-1215.0,-0.005148079968661474,-0.0036434353975822566,-0.004313225473300376,-0.00583138115118711,-0.004734071242820144
-1205.0,-0.005011615892518744,-0.003692221332039441,-0.004354363034313814,-0.005825514983608577,-0.004720966425146884
-1195.0,-0.0051511385124919555,-0.003909634170129884,-0.004415042723009982,-0.005835445799017236,-0.004827851181728102
-1185.0,-0.005733411924668178,-0.0039653881205471125,-0.004537530890797155,-0.005828020108908574,-0.005016128987749668
-1175.0,-0.005917162725823078,-0.003998076745418512,-0.0045533244430124116,-0.005887826642808561,-0.005089141495255561
-1165.0,-0.006202309310914095,-0.0040008237192626014,-0.004576628934108946,-0.005951750444671431,-0.005182926312288093
-1155.0,-0.006580351369861215,-0.004028253745067688,-0.004597724572675805,-0.006013181464681503,-0.005304931267805698
-1145.0,-0.00638465357938099,-0.004021063398241756,-0.004635215962633273,-0.006198702691496089,-0.0053099618420636265
-1135.0,-0.006356119462444176,-0.004047288518407679,-0.004641591465049373,-0.006316211336127158,-0.005340356389511722
-1125.0,-0.0060492569984436865,-0.004211001144852119,-0.004712468104424955,-0.006340444058330517,-0.005328339298783368
-1115.0,-0.0060344144248522125,-0.004344308664950693,-0.004953132889207255,-0.0063252383498774815,-0.005414314858590333
-1105.0,-0.0063392527454614,-0.004378179284948003,-0.005050419076953732,-0.006360235811263712,-0.005532065818865139
-1095.0,-0.006367611484753383,-0.004350442628364284,-0.005130594243101387,-0.006290531375099765,-0.005534837757895596
-1085.0,-0.006433299903062961,-0.00435940497966422,-0.005195644440072442,-0.0062514994939657596,-0.005560004390932831
-1075.0,-0.006681971490126765,-0.004438303239771006,-0.005254674905700174,-0.006232540303466212,-0.005651915908684303
-1065.0,-0.006578026801598918,-0.004241842477696545,-0.005271411725749283,-0.0062712612145824,-0.005590680522203556
-1055.0,-0.006550255810786747,-0.0041259978415850345,-0.005374091942067857,-0.006201826046658893,-0.005563086744750205
-1045.0,-0.0067956543753999975,-0.004033191174161061,-0.005419313103838286,-0.006281763474132141,-0.005632529393067585
-1035.0,-0.006794385432487641,-0.004037968346875575,-0.005416979057283302,-0.0064350159165438795,-0.005671138065177214
-1025.0,-0.006680410058487865,-0.004023068905570321,-0.005426587592322605,-0.006509716944456302,-0.005659996294016965
-1015.0,-0.006616298185809291,-0.004208617879759101,-0.005516862759019776,-0.006670924013495189,-0.005753223719193031
-1005.0,-0.006580751831978827,-0.004298249841368166,-0.005513012548193138,-0.006896140433852837,-0.005822088073858975
-995.0,-0.006410322307685605,-0.004376453228528569,-0.005599493091430474,-0.006929100540624024,-0.00582888762927168
-985.0,-0.005772688529863573,-0.004394293413303172,-0.00572830857663372,-0.006944626877680147,-0.005710014324209987
-975.0,-0.005600274024325315,-0.004305393041446432,-0.0057458632076986885,-0.006898971957572032,-0.005637658554872451
-965.0,-0.005472316162298922,-0.004433091869388339,-0.005689748626689426,-0.006824861288104198,-0.005605033795092674
-955.0,-0.004976295151070927,-0.0044066917976995435,-0.005864377710779987,-0.006702210693700438,-0.005487412809525539
-945.0,-0.004991265613481547,-0.004446047382115656,-0.005774314997842963,-0.006704497157461948,-0.005479051175044111
-935.0,-0.00502375279179751,-0.004472251390923159,-0.005738678182551761,-0.00674860684004554,-0.005495843348265093
-925.0,-0.005415787059525661,-0.004598323012289709,-0.005780497243921346,-0.006874877388086723,-0.005667396946217781
-915.0,-0.0055892842779029835,-0.004522973054349022,-0.005815552619025587,-0.006864504108609708,-0.005698107027166697
-905.0,-0.0058289778009410435,-0.004472695785619172,-0.005729862330557152,-0.006823965627361702,-0.00571390841552226
-895.0,-0.006004646087480957,-0.004373302606537742,-0.0057172791511069035,-0.006844140505158478,-0.00573487926615563
-885.0,-0.006268042483373038,-0.004509960739301368,-0.0057673585129793615,-0.006890160212783384,-0.005858919319311853
-875.0,-0.00650354742315138,-0.0044144781283869255,-0.005882161032784599,-0.0069145480895849674,-0.005928725743426442
-865.0,-0.00665475421824121,-0.0043524767439372496,-0.0058863549774291115,-0.006901827442613887,-0.00594889806639889
-855.0,-0.006620197412531351,-0.004521977628202474,-0.005801000432505592,-0.006936227515017696,-0.00596989433156402
-845.0,-0.006780736346867962,-0.004597302691629178,-0.005784262849319712,-0.006996140224771462,-0.006039656294457408
-835.0,-0.006690064909844683,-0.004606120183629272,-0.005829501436927525,-0.006964792546728974,-0.00602266316222805
-825.0,-0.006634518727488721,-0.004621151784024358,-0.005809090535162972,-0.006930289736690762,-0.0059988049475016075
-815.0,-0.00676783905937942,-0.004571796949186524,-0.005762392575691812,-0.007085544277883177,-0.006046940651694887
-805.0,-0.007226657758910436,-0.004597425121810048,-0.005781202825467315,-0.0072477946689539505,-0.006213325302504915
-795.0,-0.007249429694276322,-0.004609775991084784,-0.005806839211492272,-0.007299539767841509,-0.006241451867287912
-785.0,-0.00718294344307866,-0.004513757652787696,-0.0057546132688839355,-0.007481243536080961,-0.006233198727594418
-775.0,-0.007160536701304617,-0.004614198703751655,-0.005731518823107895,-0.007609761275876071,-0.00627906351611965
-765.0,-0.007016550909536992,-0.004706980177009887,-0.005924836492267025,-0.007745994973423447,-0.006348646317269098
-755.0,-0.006718644063447257,-0.004767999501726773,-0.006036183826479305,-0.007835269084167306,-0.00633957466257164
-745.0,-0.006781943751990467,-0.004728316279937746,-0.006097983423280568,-0.007934030985968876,-0.006385621040270081
-735.0,-0.006368757420435465,-0.004687172639730994,-0.006336764654510965,-0.007914434613577962,-0.006326826264434847
-725.0,-0.006008668109612809,-0.004677375521771305,-0.006526967416496854,-0.00790392656438245,-0.006279270908319208
-715.0,-0.006167838133425907,-0.004763030243453348,-0.006612331079742455,-0.007868157930861453,-0.006352875210281869
-705.0,-0.006087494685904642,-0.004879140360624314,-0.006581540862256482,-0.007834174557224613,-0.006345620788821759
-695.0,-0.005843454364909337,-0.005163689356613057,-0.006745072449692143,-0.008107828085123009,-0.0064650385957693455
-685.0,-0.006303835260086881,-0.0053611287051709535,-0.006799039947323183,-0.008210683637584235,-0.006668703622461316
-675.0,-0.006643634191116704,-0.005423533517562931,-0.006757290528697278,-0.008321536465001634,-0.006786536206551258
-665.0,-0.006678400315725025,-0.005464321438252524,-0.006674641238789255,-0.008440591486139013,-0.006814528788340311
-655.0,-0.0066186840831231235,-0.005512971175276168,-0.00672704547634666,-0.008621964266094101,-0.006870206696531489
-645.0,-0.006788083040914033,-0.005565715973347592,-0.006591205610620964,-0.008525137310143207,-0.00686757802835621
-635.0,-0.00701917739512998,-0.005611032747459666,-0.006467423651552548,-0.0085771392071154,-0.006918740668497976
-625.0,-0.00674656400261576,-0.005565730617962889,-0.006430304974236715,-0.008557615591342774,-0.006825098387902042
-615.0,-0.00636467249512067,-0.005579934713356632,-0.006493825253535791,-0.008628353272319079,-0.006766735783151714
-605.0,-0.0063814631333618385,-0.0054426610065532715,-0.006530009663336676,-0.008625890888643838,-0.006745047078286788
-595.0,-0.006439276901271913,-0.005336532101303805,-0.006482370903618871,-0.008597446119489604,-0.006713949880282264
-585.0,-0.00657959632565215,-0.005344479123734414,-0.006371280407665772,-0.008650273281286962,-0.006736454652219423
