Position,Group_0,Group_1,Group_2,Group_3,Group_4,Group_5,Group_6,Group_7,Group_8,Group_9,Group_10,Group_All
-2995.0,-0.00013754529659623183,-5.5939032355196316e-05,-0.0010756826640712428,-0.0020766525104800246,-0.002738735373377247,-0.0020417768995947983,-0.0020315132072675117,-0.0024068601836623217,-0.003136473819024394,-0.004022541685861013,-0.004496182878632994,-0.0023257732914727944
-2985.0,-0.000284918393545744,-5.44511165817475e-05,-0.0009484986519096769,-0.0017959003111424957,-0.0025102212864029283,-0.0023586367926075125,-0.0022095965877830495,-0.002603833960474232,-0.003185027596135031,-0.004232630607568905,-0.004817658929326434,-0.002392599102659284
-2975.0,-0.0003114180501337966,-0.0004594108901665681,-0.0006192150845987107,-0.0017725361569758073,-0.002546132172855965,-0.0025589767447891385,-0.002157332821854799,-0.0024936606374447987,-0.0034127887006721717,-0.004450613327827084,-0.004640241748251835,-0.0024312041274511145
-2965.0,-7.586148958388034e-05,-0.00044947003217657254,-0.0007908538368993906,-0.001790875706611452,-0.001987319145411576,-0.002680612854732168,-0.0024443091405846806,-0.0024891165122386894,-0.0036443591702229367,-0.0043725368349125625,-0.004372566690224353,-0.0024138319140291735
-2955.0,5.584518364495998e-05,-0.0004387220942506057,-0.0006689604732629118,-0.0018599356871556638,-0.0016074457784523357,-0.0026245999778439504,-0.0026037092681398307,-0.0026511944626150964,-0.003376356177220627,-0.003960210341785405,-0.004226154219979947,-0.002312139209463715
-2945.0,0.0004123971773758439,-0.0005811669008147978,-0.0007824503341369675,-0.0018129506094734214,-0.0017110778305613591,-0.0031129544617801005,-0.002379846146097574,-0.0026101629297266876,-0.003337203850715547,-0.0037168989601046335,-0.0040895757094021505,-0.002309706162525157
-2935.0,0.0004039847109070585,-0.0007428539594897325,-0.0011164983277196085,-0.0020623488295090668,-0.0018570546322528713,-0.003085069297254935,-0.00239533140485726,-0.0023983638012918846,-0.003408552511408968,-0.003249280529171193,-0.004004832606197866,-0.0023276068113829156
-2925.0,0.0003576450342973059,-0.0006770987344679542,-0.0015357978055663953,-0.001930760874799803,-0.0018883075363732142,-0.003245481539324436,-0.002275475036380798,-0.0026281949509805312,-0.0035654816653736296,-0.0031707492273555173,-0.0041427095552096045,-0.002400605081209787
-2915.0,0.0008913683588021338,-0.0009393547605823554,-0.001736900225893445,-0.0021056871806062172,-0.0018001123376791667,-0.0032240302369393723,-0.002405117132217167,-0.0025240634326936665,-0.0036095377452829303,-0.0031445977010819267,-0.0046006436143527325,-0.0024793871013551873
-2905.0,0.0008500409880922717,-0.0011601971614393248,-0.0018082066915013273,-0.0020840723196587797,-0.0018961101136607788,-0.00348475616689897,-0.002303999937814901,-0.002057994209180234,-0.0038703103378199544,-0.00349215279524231,-0.00475516367308034,-0.0025600054322521687
