Position,Group_1,Group_2,Group_3,Group_4,Group_All
-2995.0,0.0015547770130335363,0.0009826898091893593,0.0010990151267840599,0.0012243768865010446,0.001215224109979113
-2985.0,0.0015306799064833158,0.0011431293540089449,0.0010986083768648406,0.0012975906653331884,0.001267509981706445
-2975.0,0.0016085505659328278,0.001246067945550608,0.001130438914652876,0.0014837904114783573,0.0013672216083242099
-2965.0,0.0016254733778989627,0.0011256305228791452,0.0010635047736956046,0.001578727876119408,0.001348347819995256
-2955.0,0.0015227640077527787,0.0011735018038715383,0.0010438846699074664,0.0015031723558853174,0.0013108416080156473
-2945.0,0.0016025459562756706,0.0012008619319819462,0.0011535379906545977,0.0014506408110435463,0.0013519060916247125
-2935.0,0.0015608717898476958,0.0011923948463131823,0.0011670571085182831,0.0013199849762566974,0.0013100842083896135
-2925.0,0.0013686195452842214,0.0012206747919009677,0.0011096376664503132,0.00126649006146653,0.0012413596247182266
-2915.0,0.0013714465678519821,0.0013770271259437915,0.000983222433598169,0.0011566385778968612,0.0012220859386236958
-2905.0,0.0011927288542779293,0.0014741165850161411,0.0010987847006476087,0.0010536454708436266,0.0012048145013516273
-2895.0,0.0009172027271865339,0.0015101715667943762,0.0010139346462012843,0.0011452373190360139,0.0011466303418821552
-2885.0,0.0010736504948568686,0.001401135448025432,0.0010456033718940854,0.0012849384431667923,0.0012013307512898344
-2875.0,0.0011909584419660293,0.0013916455563743946,0.0010209592236491783,0.0012657110554955846,0.0012173191633314713
-2865.0,0.0012996571134199259,0.0013073150293109314,0.0010937436945414475,0.001157451389443394,0.001214542562188967
-2855.0,0.00117630134253772,0.0012570721755219847,0.0010052414168375831,0.0012653100259334992,0.0011759836570106312
-2845.0,0.0009366346806228129,0.0011271578388512222,0.0010407123092774897,0.0013119080517106495,0.0011041043075229976
-2835.0,0.0006389020537190547,0.0010155509819762163,0.001007290853227095,0.001419840008291901,0.001020396458212377
-2825.0,0.0007355258389346586,0.0009194247624266853,0.000968487427766805,0.0013958023341087416,0.0010048133718787062
-2815.0,0.0005246963689953541,0.0008919283827422862,0.000910856934927637,0.0013632311962349327,0.0009226793683803008
-2805.0,0.0003233941875107948,0.0008979175415756805,0.000933850999106056,0.0013454442904369827,0.0008751495584792535
-2795.0,0.00030586805593742976,0.0008264423377162359,0.0008327135783326221,0.0012927970815695198,0.000814454448017483
-2785.0,-0.0003576701124578433,0.0008643944579723196,0.0009396552397029266,0.0011244299592137353,0.0006426884041989729
-2775.0,-0.0004659120118054033,0.0009589479707100541,0.0009297410451716412,0.0011271691236734995,0.0006374699870527763
-2765.0,-0.00044286875209393706,0.0010450776854120443,0.0008947154557818021,0.0010481069109583854,0.0006362398361891258
-2755.0,-0.00047098348708354983,0.0009177937806594444,0.0008145479649046545,0.000928702922459213,0.0005474981142580954
-2745.0,-0.0004347619238187178,0.0009376583153827335,0.0008047686891742534,0.0009101291302937338,0.0005544314737182897
-2735.0,0.0001856092220779208,0.0010890098387240073,0.0009179146719187579,0.0008716708064740704,0.0007660383342853704
-2725.0,0.00020846154233803818,0.0009739751155393655,0.0010188799261654396,0.0008966392343278583,0.0007744769883142336
-2715.0,9.195433358060085e-05,0.0007410595523636465,0.0010569572549760245,0.0009757575588447621,0.0007164223309649427
-2705.0,5.962487350765247e-05,0.0007234007506702905,0.0010503914673028012,0.0010045614106945439,0.0007094850605746388
-2695.0,0.000361113601956063,0.0007397142396468226,0.001133695006909359,0.0010365351492298814,0.0008177580865318898
-2685.0,0.0005920946505082496,0.0006622194376226445,0.0011443836402420945,0.0011418786708193576,0.0008851431208020692
-2675.0,0.0006295221247035107,0.0006718393899164737,0.0012634545429612803,0.0011423847878155634,0.0009267980090116274
-2665.0,0.0007673841922850336,0.0007641816628484842,0.0013189129238333267,0.0010839198839240182,0.0009835965413561001
-2655.0,0.0006410120496349588,0.0009200799277407784,0.0012645877772970234,0.0011145163082350326,0.0009850432312422989
-2645.0,0.0005749623806690034,0.0008930479192658712,0.0012927241672270138,0.0010342845341533324,0.0009487469791909976
-2635.0,0.00019858865527075972,0.0008152030747096858,0.0010695724135747818,0.0009089248977512679,0.0007480617834040048
-2625.0,0.00021349032107101877,0.0007665515187168043,0.0008680276583321364,0.0010319342353241855,0.0007199956878412668
-2615.0,0.0003008693987854116,0.0008696372531158635,0.0008332242553389703,0.0009979153599541549,0.0007504061201394407
-2605.0,0.00048297501685544875,0.0007788945595681266,0.0008656260938808501,0.0010091169526099339,0.0007841511011013728
-2595.0,0.000538363265070201,0.0009632648885820851,0.0006812600592337233,0.0009409050241998996,0.0007809460817325417
-2585.0,0.00016153068822022718,0.0010377474140611184,0.0006961279104701976,0.0008288867175019916,0.0006810631612941917
-2575.0,0.0001868045292857605,0.0011291859637030646,0.0008208444663556272,0.0006820917433911231,0.0007047171027858865
-2565.0,0.00026652363071142933,0.0011660808410913122,0.0007592506515849933,0.0007480374893571019,0.0007349608766674647
