Position,Group_1,Group_2,Group_3,Group_4,Group_All
-2995.0,-0.0017775889574865313,-0.0019310516234130035,-0.002256961565207986,-0.0029864951244586557,-0.002238032082656012
-2985.0,-0.001747528378463614,-0.0019158792476542908,-0.002352352012280189,-0.0026743175893610364,-0.002172521377553735
-2975.0,-0.0017726865987084206,-0.0019335287995902917,-0.002222129220309533,-0.0024901188125807682,-0.0021046173020657522
-2965.0,-0.001895279328775641,-0.0019483762252702904,-0.0021121617729399516,-0.0025859985826856367,-0.002135459648684301
-2955.0,-0.001963908391836803,-0.0016810139811460206,-0.0018589754102022501,-0.0026283205968993437,-0.0020330687784415684
-2945.0,-0.001900967610320912,-0.001712691511079393,-0.0017990681856410783,-0.002670154032109891,-0.002020734614212331
-2935.0,-0.0018449164378954107,-0.0017658253514460844,-0.0019348185160993334,-0.002639454549623285,-0.0020462642778346107
-2925.0,-0.002080326856166842,-0.0015893352908247862,-0.0022315622130055883,-0.0027945668726927888,-0.0021739620152710216
-2915.0,-0.0020621410643781677,-0.0014535177640402892,-0.002551671793378516,-0.0028597287823473785,-0.0022317772072161885
-2905.0,-0.0022418554854036106,-0.0015030374268744059,-0.0025388705819003048,-0.0030280546718515163,-0.0023279710940786093
-2895.0,-0.0025486391392151937,-0.0015342426532193344,-0.002492075324292766,-0.003111175698313212,-0.0024215552221035245
-2885.0,-0.0025152837704975096,-0.0015574901954882093,-0.0023536158009237027,-0.0034164300372336665,-0.0024607321873517706
-2875.0,-0.002469199360611875,-0.001731725775577793,-0.0023013518304062304,-0.003387819812301113,-0.002472548780123063
-2865.0,-0.002595879920812126,-0.0018734410691480835,-0.002261462497893699,-0.003269969950326973,-0.0025002116914358778
-2855.0,-0.0025618749855225264,-0.0018943037313181583,-0.002257043256741613,-0.003081100105583368,-0.002448600625847693
-2845.0,-0.0027071439276857927,-0.0020318369361401957,-0.002285523204253611,-0.0031183043407591285,-0.0025357224301350615
-2835.0,-0.003001113193492072,-0.002166232275979959,-0.0022570780107482526,-0.003015008467605072,-0.002609879456889136
-2825.0,-0.0027769077168204046,-0.0021290413000848375,-0.0021527191943035264,-0.0027762266083138534,-0.0024587408420703727
-2815.0,-0.002811360432709919,-0.0019884432262761626,-0.0019353558415703164,-0.002860873680316772,-0.0023990318628443934
-2805.0,-0.0030474736953104604,-0.0021204666712493748,-0.002011691541288938,-0.002921132789634093,-0.0025252159283507725
-2795.0,-0.00313819175392525,-0.0022287868307700556,-0.002070662643527261,-0.0027423184141692155,-0.00254501122214016
-2785.0,-0.0037007731539131653,-0.002305703812418082,-0.0020029694159438872,-0.0025235812544249793,-0.0026332827311567504
-2775.0,-0.004052390203884915,-0.0023799052892655615,-0.002132600337651292,-0.002507039148038099,-0.0027680113357452423
-2765.0,-0.004179180616220769,-0.0023671032740178034,-0.0020670843001591326,-0.002500628350693521,-0.002778529404607372
-2755.0,-0.004531386514189064,-0.0023253763539240143,-0.001910641281142202,-0.0025206596029314016,-0.0028220538960517664
-2745.0,-0.004593840275309661,-0.002193710356799666,-0.001991581588912752,-0.0026616395854805854,-0.0028602343355140993
-2735.0,-0.004083961580729996,-0.0019289023201661585,-0.002223852952515217,-0.0026799847815313946,-0.0027292106056824965
-2725.0,-0.003913624438170204,-0.0017663828192910054,-0.002146980513778889,-0.0027158194975213275,-0.002635738427971111
-2715.0,-0.0038474759791326716,-0.001902274710797246,-0.0022384136916087276,-0.0025970363074712542,-0.0026463312261140724
-2705.0,-0.003669128061106189,-0.002059875048152653,-0.0024147126152423864,-0.0025522724710294762,-0.0026740205946430245
-2695.0,-0.0032788634670801206,-0.0020365790629355658,-0.0024687720831013545,-0.0025897118043722096,-0.002593499979636849
-2685.0,-0.002947771874811904,-0.0019055965427144015,-0.0023487260117983372,-0.0027123612410135645,-0.0024786328668831084
-2675.0,-0.0029428385366012224,-0.002003708503295326,-0.002377713240522335,-0.002715651217223401,-0.0025099950883536617
-2665.0,-0.003021028444113121,-0.0020465828901873196,-0.002171680477760833,-0.002818597089419458,-0.002514494080146772
-2655.0,-0.0032225046118438275,-0.0018734144684602815,-0.002083329507197266,-0.002776829533014468,-0.002489047062751072
-2645.0,-0.0034582129183357044,-0.001979366118453484,-0.0018920964405008353,-0.002736059237059508,-0.0025164649883625007
-2635.0,-0.0037075334636692,-0.002271491263653326,-0.002008243418824453,-0.002757681145752666,-0.002686266781646488
-2625.0,-0.0036157989464498733,-0.0024066663445920103,-0.0020967065229599716,-0.0025448009837979358,-0.0026660155376591285
-2615.0,-0.0034444717835943094,-0.002292604544183416,-0.0021303216428798844,-0.0024468948738733593,-0.0025785930046366835
-2605.0,-0.003369234617618894,-0.0022633739308491854,-0.002356519124906093,-0.0024582856911893824,-0.002611869619073345
-2595.0,-0.0032064816693233474,-0.002103088424092169,-0.0026159603378157464,-0.0025754142148604778,-0.0026252504879250792
-2585.0,-0.003701324304475646,-0.0020333812677406277,-0.002577086783580975,-0.0027384688307807376,-0.00276258995460918
-2575.0,-0.003801241652377074,-0.0019877503114308762,-0.002583100706236102,-0.003106445874973384,-0.002869666135102012
-2565.0,-0.0035707618615661942,-0.0020689959640406695,-0.0026835758457264057,-0.003267152557099534,-0.0028976496660019424
-2555.0,-0.003344705804366588,-0.002366668047896598,-0.002581885021240757,-0.003309007651710161,-0.0029005896156188726
-2545.0,-0.0037803961256185734,-0.0026513671550825895,-0.00248808427785343,-0.003098186957649461,-0.003004532071274154
-2535.0,-0.0036055923949746284,-0.002570903624406359,-0.002481014683721063,-0.002942811833099081,-0.00290010080558638
-2525.0,-0.0037548082780693944,-0.0021785811004603837,-0.0023214896213555923,-0.0028532345833381053,-0.0027770568097291396
-2515.0,-0.003852919278983688,-0.0019044842857164196,-0.002411265038752671,-0.002851747703498765,-0.002755136277601341
-2505.0,-0.0033816623261585443,-0.001630002794931024,-0.002390339474682152,-0.0027371900433343357,-0.002534826946158407
-2495.0,-0.0029017297033008234,-0.001525905097816364,-0.0024631009170621543,-0.002649831470933555,-0.002385162859379364
-2485.0,-0.0026533474704178027,-0.0016519254637807719,-0.0024239706018480307,-0.0026594002210493625,-0.0023471776111296267
-2475.0,-0.0026201210517208993,-0.0019520444552045837,-0.0024480026569041902,-0.0025920415179393995,-0.0024030633671648857
-2465.0,-0.002798366552041696,-0.0022659887454075296,-0.002381165171009957,-0.002551029586780834,-0.0024991469795217418
-2455.0,-0.0030826748214498587,-0.002441114466165128,-0.002648328010567969,-0.0024816415174639455,-0.0026634461048642
-2445.0,-0.0032327559475064218,-0.0023229205352769482,-0.0026747125555591743,-0.002536055520360446,-0.0026916215345964495
-2435.0,-0.0031289593538836136,-0.002137273117204962,-0.002850264795583835,-0.0026630261858357146,-0.002694891706492898
-2425.0,-0.0030613114722466864,-0.0022470640704714347,-0.0030209544830101537,-0.002785851248409162,-0.0027788031249743115
-2415.0,-0.0030757710265940388,-0.002266980385473832,-0.003101698630147244,-0.002772269287371466,-0.0028041862938364783
-2405.0,-0.002975108534050219,-0.0021639545893345066,-0.002840066253172601,-0.0029388068361580057,-0.0027294963178918284
-2395.0,-0.002623395036599609,-0.0021427217950150982,-0.0027175526917544344,-0.003141014560089097,-0.002656183207944814
-2385.0,-0.003054850047051829,-0.0022754419879656876,-0.0026224354524624453,-0.003134661349707838,-0.0027718646195783476
-2375.0,-0.003152754450818087,-0.0022013996467336147,-0.0025100107766515074,-0.0030522691009585924,-0.0027291286266034175
-2365.0,-0.003173209930613743,-0.0020257718622370066,-0.002403500612076005,-0.0031364766761308774,-0.002684765116872113
-2355.0,-0.0033356517992819395,-0.0020436623899744485,-0.0022893183894158674,-0.00313848714396363,-0.0027018087919055862
-2345.0,-0.0031646530777914438,-0.0021817050183182535,-0.002140136603484958,-0.0029424038553329595,-0.0026072487021291018
-2335.0,-0.0027972127673488592,-0.0022683056974212032,-0.0019304454856268038,-0.002864831365731188,-0.0024652185531511437
-2325.0,-0.002833762658613599,-0.002319377638450411,-0.0020416700370889974,-0.0029123329725366793,-0.0025268044961062335
-2315.0,-0.0029912151512872884,-0.0022534331533716864,-0.0022696991363444457,-0.002882249746966795,-0.0025991674984888677
