Position,Group_1,Group_2,Group_3,Group_4,Group_All
-2995.0,0.00028678632739561965,-0.0002735920251440467,-0.0011663078609263286,-0.0003488303164867313,-0.00037546739630025237
-2985.0,0.00043369119038925633,-8.409015745896418e-05,-0.0012514183556663295,-1.4988613966239082e-05,-0.00022917783869261298
-2975.0,0.0006411811911350024,-0.00011665384444524697,-0.001200357200600412,0.0003118185381990702,-9.09722308422981e-05
-2965.0,0.0007409478686988424,-0.0006190739371334781,-0.001060575040247183,0.00029207730247604856,-0.0001616193866871982
-2955.0,0.000839447840399448,-0.0007394196536324304,-0.0008659388270488221,0.00019891346016273785,-0.00014171365961998013
-2945.0,0.0009880108089541865,-0.0008446599311689837,-0.0008489871777370292,0.00017796670534483532,-0.00013187885300254302
-2935.0,0.0011427395830647888,-0.000977356164628733,-0.0006532890272473034,-2.0969740966513185e-05,-0.00012718173690211566
-2925.0,0.0008996347503436824,-0.0009081418678035516,-0.0005792917766536197,-0.0002389565354590596,-0.00020665990241579114
-2915.0,0.0007447322068231015,-0.0006380950987275709,-0.0007305452921627139,-4.4560027188623254e-05,-0.00016708916673304202
-2905.0,0.00051271195007348,-0.0004515532376561125,-0.0007763985651362359,0.00010345566979759634,-0.00015292118834876487
-2895.0,-1.5017115841995816e-07,-0.00034308741562695126,-0.000942572310760333,0.00014829115472781275,-0.0002843603591191766
-2885.0,-0.00013545581852222925,-0.0004859157980763617,-0.001084835576306363,5.5971108774776373e-05,-0.0004125389198481934
-2875.0,3.996699247218109e-05,-0.0005781482606495057,-0.0011846949671810625,3.488812444211955e-05,-0.00042197225689894955
-2865.0,7.622107930980658e-05,-0.000608728559133099,-0.001252189006593263,-0.00021559819027139427,-0.0005000504640653022
-2855.0,-0.00015138503726964478,-0.0007602101675233608,-0.0013764637717502664,-0.00022716725593796875,-0.0006287828599259112
-2845.0,-0.00036947174352940744,-0.0008372086797290033,-0.0013099381679109786,-0.00024086092299189488,-0.0006893491634087482
-2835.0,-0.000627940118407309,-0.0008677445825980227,-0.0012855874237364157,-0.0003231199613448293,-0.0007760818157750735
-2825.0,-0.00034381643805980717,-0.0007733244513305551,-0.0013727523454660025,-0.0003234741181974249,-0.0007033219053060886
-2815.0,-0.000363939373602531,-0.000601253222371225,-0.0014451477637387354,-0.00024623724887278,-0.000664125042891942
